,age_type,gender_type,degree_type
20769,2,0,3
20770,0,0,0
20771,3,0,2
20772,0,4,0
20773,5,0,0
20774,2,0,6
20775,7,0,3
20776,0,4,0
20777,0,0,3
20778,1,0,3
20779,0,0,0
20780,2,0,3
20781,2,0,0
20782,1,0,3
20783,2,0,3
20784,2,0,0
20785,0,0,6
20786,3,4,5
20787,1,0,3
20788,5,0,3
20789,5,0,3
20790,0,0,0
20791,3,4,0
20792,3,0,3
20793,3,0,3
20794,0,0,0
20795,2,0,3
20796,1,0,0
20797,3,0,4
20798,0,0,3
20799,0,4,0
20800,1,4,2
20801,4,4,0
20802,0,0,0
20803,3,4,3
20804,5,0,2
20805,4,0,0
20806,3,0,5
20807,1,0,3
20808,3,0,3
20809,2,0,3
20810,2,0,0
20811,5,0,0
20812,1,0,0
20813,0,0,0
20814,2,4,0
20815,1,0,3
20816,2,0,0
20817,7,4,3
20818,2,0,3
20819,6,0,3
20820,4,0,3
20821,6,0,6
20822,0,4,0
20823,4,0,1
20824,0,0,0
20825,1,0,0
20826,1,4,0
20827,2,4,3
20828,3,0,1
20829,2,4,1
20830,0,0,0
20831,0,0,0
20832,5,0,3
20833,0,0,0
20834,0,4,6
20835,3,0,3
20836,5,0,0
20837,5,4,5
20838,1,0,6
20839,3,4,0
20840,2,0,3
20841,2,0,3
20842,0,0,4
20843,0,4,0
20844,4,0,0
20845,0,0,2
20846,0,0,0
20847,7,0,1
20848,2,0,1
20849,3,0,0
20850,6,0,0
20851,4,0,3
20852,1,0,6
20853,3,4,3
20854,4,0,0
20855,6,4,3
20856,8,0,6
20857,3,0,0
20858,1,0,0
20859,6,0,0
20860,0,4,0
20861,0,4,3
20862,3,4,3
20863,0,4,0
20864,1,4,0
20865,4,0,3
20866,3,4,1
20867,0,0,0
20868,0,0,6
20869,8,0,1
20870,1,0,0
20871,2,0,3
20872,6,0,1
20873,0,0,0
20874,4,0,3
20875,0,0,0
20876,5,0,2
20877,1,0,3
20878,9,0,0
20879,1,2,3
20880,3,0,6
20881,6,0,3
20882,4,0,1
20883,4,0,1
20884,3,0,6
20885,2,0,0
20886,0,0,0
20887,1,0,0
20888,2,0,5
20889,1,0,0
20890,1,0,0
20891,2,4,3
20892,4,4,3
20893,5,0,3
20894,0,0,0
20895,1,0,0
20896,4,0,3
20897,0,4,4
20898,1,0,0
20899,7,0,0
20900,5,4,3
20901,0,0,0
20902,0,4,0
20903,5,0,3
20904,0,0,0
20905,0,0,0
20906,1,0,6
20907,0,0,0
20908,1,0,0
20909,0,0,0
20910,2,0,3
20911,1,0,3
20912,10,0,0
20913,1,0,0
20914,0,0,6
20915,5,4,1
20916,2,0,2
20917,1,4,3
20918,4,0,4
20919,1,4,0
20920,5,4,0
20921,4,0,0
20922,1,4,0
20923,2,0,3
20924,7,0,3
20925,1,4,0
20926,1,0,3
20927,5,0,1
20928,3,4,3
20929,0,0,0
20930,2,0,3
20931,1,0,0
20932,1,0,3
20933,5,0,3
20934,8,0,1
20935,4,0,4
20936,6,0,3
20937,0,0,0
20938,0,0,0
20939,2,0,3
20940,1,0,3
20941,0,0,0
20942,4,0,4
20943,2,0,0
20944,3,4,3
20945,2,0,0
20946,0,0,0
20947,2,0,3
20948,10,0,1
20949,2,4,1
20950,6,0,4
20951,1,4,3
20952,3,0,3
20953,0,4,0
20954,4,4,3
20955,3,0,3
20956,8,0,1
20957,0,0,0
20958,3,0,0
20959,3,4,3
20960,4,0,3
20961,1,4,0
20962,3,0,3
20963,1,0,3
20964,7,4,5
20965,4,0,6
20966,1,4,2
20967,2,0,3
20968,8,0,1
20969,1,4,3
20970,3,0,3
20971,1,1,3
20972,2,4,3
20973,2,0,3
20974,0,0,0
20975,1,0,0
20976,1,0,6
20977,3,0,3
20978,0,4,6
20979,1,0,3
20980,2,4,0
20981,3,4,3
20982,2,0,0
20983,6,0,3
20984,1,0,0
20985,7,0,2
20986,10,0,3
20987,5,0,0
20988,0,0,6
20989,2,0,0
20990,9,0,3
20991,6,0,6
20992,2,0,4
20993,8,0,3
20994,4,0,1
20995,3,0,3
20996,1,0,3
20997,0,0,6
20998,0,0,0
20999,4,0,3
21000,2,0,3
21001,4,0,0
21002,1,0,3
21003,5,4,3
21004,2,0,0
21005,5,0,3
21006,0,0,0
21007,2,4,3
21008,8,4,3
21009,2,0,3
21010,0,4,0
21011,0,4,0
21012,5,0,6
21013,3,0,4
21014,5,0,3
21015,5,2,3
21016,0,0,0
21017,2,0,3
21018,3,4,3
21019,0,0,4
21020,3,0,3
21021,5,0,1
21022,4,4,0
21023,0,0,6
21024,4,0,3
21025,2,2,2
21026,4,0,3
21027,3,4,3
21028,0,0,0
21029,1,0,3
21030,1,0,0
21031,0,0,0
21032,0,4,0
21033,3,0,3
21034,1,0,3
21035,5,0,1
21036,2,0,0
21037,0,0,3
21038,4,0,3
21039,3,0,1
21040,1,0,3
21041,2,0,3
21042,2,0,0
21043,2,0,0
21044,3,0,0
21045,0,0,0
21046,5,4,3
21047,7,0,0
21048,0,0,3
21049,5,0,0
21050,4,0,5
21051,2,0,3
21052,1,4,3
21053,1,0,3
21054,3,0,6
21055,1,2,3
21056,1,0,0
21057,5,0,0
21058,6,0,3
21059,1,2,3
21060,2,4,3
21061,3,0,0
21062,2,0,3
21063,3,0,0
21064,2,0,3
21065,2,4,1
21066,3,0,3
21067,4,0,3
21068,0,0,0
21069,0,0,3
21070,2,0,3
21071,3,4,0
21072,9,0,0
21073,0,4,0
21074,2,0,2
21075,1,4,0
21076,7,0,6
21077,1,0,0
21078,0,0,3
21079,1,0,0
21080,6,4,3
21081,6,0,3
21082,0,0,0
21083,2,0,6
21084,3,0,3
21085,9,0,3
21086,4,0,3
21087,3,0,0
21088,2,0,3
21089,0,0,0
21090,0,4,0
21091,0,0,0
21092,1,0,1
21093,3,0,0
21094,2,0,3
21095,1,0,0
21096,1,0,0
21097,2,4,0
21098,7,0,3
21099,4,4,1
21100,1,0,3
21101,2,0,0
21102,3,0,0
21103,6,0,3
21104,7,0,3
21105,1,0,0
21106,0,0,2
21107,4,0,1
21108,0,0,0
21109,4,0,1
21110,1,0,3
21111,6,0,0
21112,0,0,0
21113,0,4,4
21114,0,0,0
21115,2,4,6
21116,3,0,1
21117,2,0,6
21118,2,4,3
21119,1,4,6
21120,1,0,3
21121,3,0,0
21122,0,0,3
21123,1,0,6
21124,1,0,0
21125,2,0,1
21126,3,0,0
21127,0,4,0
21128,0,0,0
21129,1,0,3
21130,1,0,3
21131,0,0,0
21132,0,4,6
21133,5,0,0
21134,4,4,1
21135,1,4,3
21136,0,0,0
21137,1,0,3
21138,0,4,0
21139,3,0,3
21140,3,4,3
21141,0,0,0
21142,0,4,0
21143,3,0,1
21144,4,0,1
21145,1,0,3
21146,2,0,0
21147,0,0,0
21148,5,0,3
21149,6,0,1
21150,8,0,1
21151,0,0,0
21152,1,4,3
21153,1,0,1
21154,4,0,0
21155,7,0,1
21156,2,4,3
21157,2,0,1
21158,1,4,0
21159,4,0,3
21160,3,0,3
21161,6,4,3
21162,1,0,3
21163,2,0,3
21164,1,0,0
21165,8,0,0
21166,2,4,0
21167,0,0,0
21168,2,0,0
21169,5,4,3
21170,5,0,3
21171,0,0,0
21172,3,0,6
21173,1,0,3
21174,2,0,3
21175,7,0,0
21176,1,0,3
21177,4,0,3
21178,6,0,0
21179,4,0,3
21180,6,0,3
21181,0,0,3
21182,5,0,6
21183,2,0,0
21184,10,0,1
21185,1,0,0
21186,2,0,0
21187,5,4,1
21188,4,0,3
21189,3,2,3
21190,5,0,3
21191,6,0,3
21192,5,0,3
21193,2,0,3
21194,2,0,3
21195,3,4,0
21196,3,0,3
21197,0,0,0
21198,1,0,0
21199,5,0,0
21200,6,4,6
21201,2,0,3
21202,7,0,1
21203,0,4,0
21204,5,4,0
21205,0,4,0
21206,0,0,3
21207,2,0,3
21208,6,0,0
21209,5,0,3
21210,0,0,0
21211,9,0,1
21212,1,0,0
21213,2,0,3
21214,0,4,6
21215,2,0,0
21216,1,0,0
21217,6,0,6
21218,1,0,0
21219,7,0,0
21220,2,0,3
21221,5,0,1
21222,1,0,1
21223,1,0,0
21224,4,4,1
21225,5,2,3
21226,2,4,3
21227,0,0,0
21228,2,0,0
21229,6,0,0
21230,2,0,3
21231,6,0,3
21232,1,0,0
21233,2,4,1
21234,3,2,3
21235,0,0,0
21236,1,0,3
21237,6,0,3
21238,0,0,0
21239,3,0,1
21240,2,0,3
21241,0,0,3
21242,3,0,2
21243,6,0,0
21244,4,0,3
21245,2,0,3
21246,9,0,3
21247,2,0,3
21248,5,0,3
21249,1,4,3
21250,4,0,0
21251,4,0,3
21252,2,0,0
21253,1,0,0
21254,4,0,3
21255,1,0,3
21256,1,0,6
21257,0,0,0
21258,0,0,0
21259,1,0,0
21260,3,0,0
21261,3,0,0
21262,1,4,3
21263,2,0,1
21264,2,0,3
21265,2,4,0
21266,0,2,3
21267,6,0,0
21268,4,0,3
21269,2,4,1
21270,7,0,6
21271,4,4,3
21272,4,0,0
21273,1,4,0
21274,4,4,3
21275,1,0,0
21276,0,0,0
21277,7,0,3
21278,3,0,3
21279,3,0,3
21280,5,0,3
21281,2,4,3
21282,1,0,0
21283,3,0,3
21284,1,0,0
21285,0,0,4
21286,0,0,6
21287,1,0,0
21288,0,0,6
21289,0,0,0
21290,0,0,0
21291,0,0,0
21292,1,0,0
21293,0,4,0
21294,10,0,3
21295,2,4,3
21296,0,0,0
21297,7,4,3
21298,3,0,0
21299,1,4,1
21300,4,0,1
21301,1,0,6
21302,3,0,3
21303,4,0,1
21304,6,0,3
21305,1,0,0
21306,1,4,0
21307,4,0,3
21308,4,4,3
21309,3,4,0
21310,4,0,3
21311,2,4,3
21312,4,0,0
21313,1,4,0
21314,3,0,1
21315,0,0,0
21316,1,0,0
21317,1,0,3
21318,9,0,0
21319,0,0,0
21320,1,0,0
21321,1,0,0
21322,2,0,0
21323,2,2,3
21324,1,4,0
21325,1,0,3
21326,3,0,0
21327,2,0,3
21328,3,0,0
21329,5,0,1
21330,6,0,3
21331,0,0,0
21332,1,0,3
21333,2,0,3
21334,1,0,3
21335,3,0,3
21336,0,0,6
21337,0,0,3
21338,1,4,3
21339,2,4,3
21340,3,0,3
21341,5,0,1
21342,2,0,1
21343,1,0,3
21344,3,0,1
21345,6,0,3
21346,4,0,3
21347,1,4,0
21348,2,0,0
21349,2,0,0
21350,0,4,3
21351,1,0,0
21352,2,0,3
21353,4,0,2
21354,2,0,0
21355,2,0,0
21356,6,0,0
21357,0,0,6
21358,1,0,0
21359,3,0,3
21360,9,0,0
21361,1,4,0
21362,1,0,0
21363,2,0,3
21364,3,4,3
21365,3,0,3
21366,7,0,1
21367,0,0,0
21368,1,4,1
21369,2,4,3
21370,1,0,3
21371,3,0,3
21372,1,0,0
21373,1,0,0
21374,6,0,0
21375,4,4,3
21376,1,0,0
21377,6,0,0
21378,5,0,3
21379,3,0,3
21380,1,0,0
21381,1,4,3
21382,4,0,0
21383,4,0,0
21384,8,0,4
21385,3,4,1
21386,0,0,3
21387,2,4,3
21388,4,0,3
21389,4,0,3
21390,4,0,1
21391,0,0,0
21392,7,0,0
21393,2,0,6
21394,1,0,0
21395,0,0,3
21396,2,0,0
21397,0,0,0
21398,0,0,6
21399,2,0,6
21400,4,4,3
21401,2,0,0
21402,0,4,6
21403,1,0,3
21404,6,0,3
21405,1,0,3
21406,1,4,3
21407,2,0,3
21408,5,0,1
21409,4,0,3
21410,6,0,1
21411,3,4,3
21412,0,0,0
21413,1,0,3
21414,7,0,3
21415,0,0,6
21416,9,0,0
21417,9,0,3
21418,2,0,3
21419,2,0,3
21420,5,0,3
21421,2,4,3
21422,9,4,3
21423,4,0,4
21424,3,0,1
21425,1,4,0
21426,9,0,3
21427,2,0,3
21428,4,0,1
21429,3,0,3
21430,4,0,1
21431,4,2,3
21432,5,0,3
21433,2,0,3
21434,2,0,3
21435,2,0,3
21436,1,0,0
21437,5,4,3
21438,7,0,0
21439,0,0,6
21440,1,0,0
21441,2,0,0
21442,2,4,0
21443,0,4,0
21444,5,0,1
21445,3,0,4
21446,1,0,0
21447,2,0,0
21448,2,4,1
21449,2,0,3
21450,4,0,3
21451,7,0,0
21452,2,0,0
21453,5,0,3
21454,0,0,3
21455,3,0,0
21456,0,0,0
21457,3,0,3
21458,6,0,1
21459,0,4,2
21460,5,0,1
21461,2,0,3
21462,4,0,1
21463,5,4,1
21464,1,0,1
21465,3,0,3
21466,5,2,1
21467,1,0,3
21468,8,4,3
21469,1,0,0
21470,0,0,0
21471,2,0,0
21472,0,0,4
21473,0,0,0
21474,3,4,1
21475,3,0,3
21476,2,0,1
21477,2,0,3
21478,3,0,3
21479,5,0,0
21480,7,4,1
21481,2,0,3
21482,3,0,3
21483,1,4,3
21484,2,0,0
21485,3,0,6
21486,5,4,1
21487,1,4,0
21488,7,0,2
21489,2,0,0
21490,3,0,3
21491,4,4,3
21492,3,0,3
21493,2,0,3
21494,6,0,3
21495,1,0,0
21496,3,0,3
21497,9,0,6
21498,2,0,3
21499,5,0,0
21500,9,0,3
21501,2,0,3
21502,3,0,4
21503,5,0,1
21504,2,0,6
21505,3,0,3
21506,2,0,3
21507,8,0,6
21508,1,0,3
21509,10,0,0
21510,4,0,1
21511,0,0,6
21512,1,0,3
21513,2,0,0
21514,2,0,0
21515,0,0,0
21516,0,0,0
21517,3,0,3
21518,2,0,3
21519,8,0,6
21520,1,4,0
21521,3,0,0
21522,4,0,1
21523,0,0,2
21524,8,0,3
21525,5,0,0
21526,1,1,6
21527,6,0,3
21528,5,4,1
21529,1,0,3
21530,0,4,0
21531,0,0,3
21532,1,0,0
21533,6,0,3
21534,0,0,0
21535,2,0,3
21536,2,0,0
21537,1,0,0
21538,2,4,3
21539,8,0,0
21540,2,0,3
21541,6,4,6
21542,1,0,3
21543,3,0,0
21544,1,0,0
21545,1,0,0
21546,1,0,3
21547,6,0,0
21548,0,4,0
21549,7,0,3
21550,0,0,0
21551,2,0,0
21552,6,0,0
21553,3,0,3
21554,4,0,1
21555,0,0,0
21556,5,0,3
21557,2,0,0
21558,4,0,3
21559,2,0,0
21560,1,0,0
21561,9,0,3
21562,8,2,3
21563,2,0,3
21564,0,4,0
21565,1,4,0
21566,4,0,0
21567,5,0,1
21568,2,0,3
21569,6,4,3
21570,1,4,3
21571,4,0,0
21572,1,0,3
21573,0,4,0
21574,3,0,1
21575,3,0,3
21576,5,0,3
21577,8,0,0
21578,2,4,3
21579,2,0,3
21580,1,0,0
21581,2,0,0
21582,4,0,3
21583,1,0,3
21584,3,0,0
21585,0,0,6
21586,1,0,0
21587,1,0,0
21588,3,0,3
21589,0,0,0
21590,4,0,0
21591,4,0,0
21592,1,0,0
21593,6,0,3
21594,2,4,0
21595,4,0,0
21596,3,0,2
21597,3,0,1
21598,3,0,0
21599,3,0,1
21600,2,0,1
21601,1,0,0
21602,2,4,3
21603,5,0,3
21604,0,0,0
21605,2,0,3
21606,1,0,1
21607,0,4,0
21608,0,0,0
21609,0,0,0
21610,0,0,6
21611,0,0,0
21612,3,0,0
21613,3,0,3
21614,0,0,3
21615,5,0,3
21616,0,0,6
21617,8,0,3
21618,9,0,3
21619,0,4,0
21620,6,0,1
21621,9,0,1
21622,2,4,1
21623,3,4,0
21624,1,0,3
21625,2,0,3
21626,1,0,0
21627,0,0,0
21628,2,0,3
21629,2,0,3
21630,1,0,3
21631,5,0,3
21632,5,0,1
21633,5,0,3
21634,0,0,0
21635,1,4,0
21636,2,0,1
21637,6,4,3
21638,0,0,0
21639,3,0,3
21640,6,0,3
21641,4,0,0
21642,3,0,3
21643,1,0,3
21644,2,0,3
21645,0,4,3
21646,1,0,3
21647,7,0,0
21648,2,0,3
21649,2,0,0
21650,2,4,1
21651,0,0,0
21652,2,0,0
21653,1,4,0
21654,8,0,3
21655,2,0,1
21656,1,0,6
21657,0,4,0
21658,5,0,1
21659,2,0,6
21660,8,0,0
21661,6,0,3
21662,0,0,0
21663,3,0,3
21664,2,0,3
21665,0,0,0
21666,1,4,0
21667,2,0,3
21668,6,0,3
21669,3,0,3
21670,5,4,0
21671,5,0,3
21672,4,4,3
21673,2,0,0
21674,0,0,0
21675,1,0,6
21676,2,4,3
21677,1,0,3
21678,1,4,1
21679,1,0,0
21680,7,0,3
21681,1,0,0
21682,4,0,1
21683,0,0,0
21684,1,4,3
21685,3,0,0
21686,3,0,3
21687,5,0,0
21688,8,4,3
21689,1,4,0
21690,1,0,3
21691,0,0,0
21692,3,0,0
21693,5,0,3
21694,5,0,3
21695,4,4,3
21696,0,0,6
21697,0,4,0
21698,2,0,1
21699,0,0,0
21700,3,0,3
21701,0,0,6
21702,2,0,3
21703,1,0,3
21704,1,4,0
21705,2,0,0
21706,0,4,0
21707,2,0,3
21708,2,0,3
21709,9,0,3
21710,0,0,0
21711,5,0,1
21712,1,4,3
21713,4,0,1
21714,2,0,3
21715,1,0,0
21716,5,0,4
21717,3,4,1
21718,9,0,1
21719,2,0,3
21720,6,0,0
21721,3,4,3
21722,4,0,0
21723,8,0,0
21724,2,0,3
21725,0,0,0
21726,6,0,1
21727,4,0,4
21728,0,0,0
21729,0,0,0
21730,5,4,3
21731,1,0,0
21732,1,0,3
21733,6,0,3
21734,2,0,1
21735,0,0,0
21736,2,0,3
21737,1,0,0
21738,0,0,0
21739,9,0,0
21740,5,0,3
21741,2,0,0
21742,1,0,3
21743,9,0,2
21744,0,0,0
21745,2,0,3
21746,0,0,0
21747,2,0,3
21748,3,0,3
21749,0,0,3
21750,1,0,3
21751,2,0,0
21752,5,0,1
21753,2,0,3
21754,5,0,3
21755,0,4,6
21756,8,0,3
21757,2,0,3
21758,3,0,3
21759,3,0,1
21760,4,4,1
21761,1,0,0
21762,5,4,5
21763,2,0,3
21764,3,0,3
21765,4,0,6
21766,3,0,1
21767,1,0,0
21768,5,0,3
21769,0,4,2
21770,1,4,6
21771,1,0,0
21772,2,4,3
21773,2,0,0
21774,0,0,0
21775,0,0,6
21776,2,4,0
21777,2,0,3
21778,1,0,1
21779,0,0,6
21780,1,0,0
21781,2,4,3
21782,2,0,4
21783,4,4,3
21784,2,0,3
21785,0,4,6
21786,5,0,0
21787,9,0,3
21788,0,4,0
21789,0,0,0
21790,5,0,2
21791,0,0,0
21792,3,4,0
21793,2,0,3
21794,0,0,2
21795,2,0,3
21796,7,0,1
21797,4,0,2
21798,4,0,6
21799,6,0,5
21800,0,4,3
21801,0,0,0
21802,0,0,0
21803,5,0,3
21804,4,0,3
21805,2,0,3
21806,0,4,3
21807,5,0,3
21808,3,0,0
21809,1,0,0
21810,4,0,3
21811,0,0,0
21812,1,0,3
21813,5,0,3
21814,2,4,3
21815,4,0,0
21816,2,0,3
21817,0,0,0
21818,2,0,1
21819,1,0,0
21820,2,0,3
21821,0,4,6
21822,9,0,5
21823,0,0,6
21824,2,0,0
21825,7,0,3
21826,1,0,3
21827,3,0,3
21828,5,0,0
21829,1,0,0
21830,6,4,0
21831,3,0,0
21832,2,0,2
21833,6,0,3
21834,0,0,0
21835,1,0,3
21836,1,0,3
21837,1,0,3
21838,2,0,0
21839,5,0,0
21840,0,0,6
21841,3,0,6
21842,3,0,3
21843,0,0,4
21844,8,0,3
21845,5,0,6
21846,4,0,3
21847,0,0,0
21848,2,0,3
21849,4,0,4
21850,1,0,4
21851,3,0,5
21852,1,0,0
21853,3,0,3
21854,0,0,0
21855,1,0,3
21856,2,0,3
21857,3,0,1
21858,1,0,3
21859,1,0,3
21860,2,0,3
21861,8,0,4
21862,1,4,2
21863,0,0,0
21864,3,0,3
21865,4,0,2
21866,1,0,0
21867,0,0,3
21868,1,4,3
21869,9,0,1
21870,0,4,0
21871,1,0,0
21872,2,0,3
21873,3,0,3
21874,6,0,3
21875,2,0,3
21876,5,0,1
21877,1,0,3
21878,1,0,0
21879,2,0,0
21880,2,0,5
21881,0,2,3
21882,1,4,0
21883,4,0,3
21884,3,0,3
21885,7,0,1
21886,8,0,6
21887,2,4,3
21888,3,0,0
21889,4,0,3
21890,1,0,3
21891,4,0,3
21892,4,0,1
21893,2,0,3
21894,1,0,0
21895,3,0,6
21896,1,0,3
21897,0,3,0
21898,0,4,0
21899,5,0,3
21900,1,0,0
21901,4,0,3
21902,3,0,0
21903,3,4,3
21904,4,0,2
21905,9,0,1
21906,0,0,0
21907,3,0,3
21908,5,0,3
21909,7,0,0
21910,0,0,0
21911,2,0,0
21912,2,0,5
21913,5,0,0
21914,3,0,3
21915,1,0,0
21916,0,4,0
21917,9,0,3
21918,0,2,3
21919,7,0,1
21920,2,4,0
21921,3,0,0
21922,0,0,0
21923,2,0,3
21924,5,0,3
21925,1,0,0
21926,0,0,0
21927,5,0,5
21928,1,4,0
21929,4,0,0
21930,1,4,1
21931,0,0,3
21932,4,0,3
21933,1,0,0
21934,8,4,0
21935,4,0,3
21936,3,0,0
21937,1,4,0
21938,3,4,3
21939,0,0,6
21940,0,0,0
21941,5,0,0
21942,6,0,0
21943,4,0,3
21944,3,0,3
21945,5,0,3
21946,4,4,3
21947,4,0,0
21948,1,0,0
21949,0,0,0
21950,9,0,3
21951,1,0,0
21952,1,0,4
21953,7,0,1
21954,0,0,0
21955,3,0,3
21956,5,0,5
21957,2,0,3
21958,5,0,6
21959,2,0,0
21960,0,0,0
21961,9,0,0
21962,2,0,0
21963,1,0,0
21964,1,4,3
21965,3,4,3
21966,5,0,3
21967,6,0,6
21968,2,0,0
21969,7,0,3
21970,2,0,1
21971,3,0,0
21972,8,0,0
21973,6,0,3
21974,0,0,6
21975,9,0,2
21976,3,0,3
21977,0,0,0
21978,1,0,3
21979,3,0,1
21980,3,0,3
21981,2,0,0
21982,6,4,1
21983,5,0,1
21984,2,4,0
21985,0,0,0
21986,0,4,0
21987,5,0,2
21988,4,0,5
21989,1,0,3
21990,4,0,1
21991,8,0,1
21992,6,0,1
21993,4,0,3
21994,3,0,0
21995,1,4,6
21996,5,0,0
21997,0,0,3
21998,5,0,1
21999,3,0,3
22000,2,0,0
22001,2,0,3
22002,7,0,1
22003,0,0,0
22004,2,0,0
22005,1,4,6
22006,1,0,0
22007,3,0,2
22008,2,0,3
22009,1,0,0
22010,6,4,1
22011,1,0,0
22012,1,0,3
22013,3,0,1
22014,3,0,3
22015,0,0,4
22016,0,0,0
22017,2,0,3
22018,4,0,1
22019,3,4,5
22020,6,0,0
22021,0,0,0
22022,0,0,0
22023,8,0,1
22024,2,0,3
22025,0,0,4
22026,3,0,3
22027,1,4,3
22028,7,0,3
22029,0,0,0
22030,4,0,3
22031,2,0,3
22032,5,0,1
22033,1,0,0
22034,2,0,0
22035,5,0,3
22036,5,0,3
22037,3,0,3
22038,2,4,3
22039,10,0,3
22040,1,1,0
22041,0,0,0
22042,10,0,6
22043,10,0,1
22044,1,0,0
22045,6,4,3
22046,6,0,3
22047,3,0,3
22048,5,0,1
22049,0,4,0
22050,1,0,0
22051,2,4,3
22052,8,0,2
22053,3,0,3
22054,1,0,3
22055,1,0,3
22056,4,0,3
22057,1,4,3
22058,1,0,2
22059,0,4,3
22060,1,0,3
22061,1,0,0
22062,2,0,0
22063,1,0,0
22064,0,0,0
22065,3,0,3
22066,2,4,0
22067,0,0,0
22068,1,2,0
22069,4,4,1
22070,4,0,0
22071,2,4,3
22072,0,0,0
22073,0,2,0
22074,1,0,3
22075,3,0,3
22076,8,0,6
22077,4,0,1
22078,2,0,0
22079,4,0,3
22080,3,0,3
22081,2,0,0
22082,5,0,3
22083,3,0,3
22084,0,0,4
22085,0,0,3
22086,0,4,3
22087,5,0,3
22088,1,0,3
22089,0,0,0
22090,5,0,6
22091,1,0,0
22092,1,0,0
22093,1,0,3
22094,2,0,0
22095,6,0,3
22096,0,0,3
22097,1,0,0
22098,6,2,3
22099,1,4,3
22100,4,0,3
22101,3,0,1
22102,2,0,0
22103,2,0,3
22104,3,0,3
22105,5,0,6
22106,1,4,3
22107,2,0,3
22108,6,4,3
22109,2,0,3
22110,3,0,1
22111,3,0,3
22112,1,0,0
22113,0,0,0
22114,1,0,0
22115,0,0,0
22116,0,0,0
22117,0,0,6
22118,0,4,0
22119,0,0,6
22120,2,0,0
22121,2,0,3
22122,4,4,3
22123,5,0,3
22124,5,0,0
22125,5,0,3
22126,2,0,2
22127,0,0,0
22128,7,0,3
22129,7,0,3
22130,0,4,0
22131,4,0,2
22132,7,0,0
22133,0,0,0
22134,2,4,0
22135,1,0,4
22136,3,0,4
22137,6,0,3
22138,0,0,0
22139,1,0,3
22140,0,0,3
22141,3,4,0
22142,7,0,5
22143,2,0,0
22144,1,0,3
22145,6,0,5
22146,0,0,3
22147,2,0,3
22148,7,0,3
22149,0,4,6
22150,0,0,3
22151,6,0,5
22152,2,4,0
22153,0,0,0
22154,3,0,1
22155,6,2,2
22156,2,0,0
22157,9,0,3
22158,0,0,0
22159,0,0,0
22160,9,0,6
22161,0,0,3
22162,1,4,3
22163,1,0,6
22164,0,4,3
22165,3,0,0
22166,1,0,0
22167,8,0,3
22168,8,0,6
22169,3,0,3
22170,1,0,0
22171,1,0,0
22172,0,4,0
22173,0,0,0
22174,0,0,0
22175,0,0,0
22176,2,0,3
22177,1,0,6
22178,4,4,3
22179,6,4,1
22180,2,0,3
22181,2,4,3
22182,4,4,1
22183,6,0,3
22184,1,0,0
22185,2,0,3
22186,1,2,6
22187,9,0,3
22188,3,4,3
22189,3,4,3
22190,3,0,3
22191,0,0,0
22192,5,0,1
22193,4,0,0
22194,0,0,0
22195,4,0,1
22196,4,0,3
22197,1,0,0
22198,6,0,3
22199,4,4,3
22200,2,0,3
22201,4,0,3
22202,0,0,6
22203,2,0,3
22204,3,0,3
22205,7,0,3
22206,2,0,0
22207,7,0,1
22208,1,0,0
22209,2,0,3
22210,4,0,3
22211,4,0,6
22212,1,0,0
22213,2,0,3
22214,3,0,1
22215,3,0,0
22216,2,0,0
22217,0,0,0
22218,5,0,2
22219,2,0,3
22220,4,4,1
22221,2,0,0
22222,1,4,0
22223,0,0,0
22224,1,0,3
22225,1,0,0
22226,4,0,3
22227,1,0,0
22228,1,4,0
22229,2,0,3
22230,2,4,3
22231,4,0,0
22232,5,0,2
22233,2,0,0
22234,1,0,0
22235,5,0,5
22236,7,4,0
22237,7,0,3
22238,3,0,4
22239,0,0,6
22240,3,0,3
22241,5,0,0
22242,2,0,3
22243,2,0,0
22244,5,0,3
22245,5,0,3
22246,0,0,0
22247,3,0,3
22248,2,4,0
22249,3,0,0
22250,1,0,3
22251,2,4,0
22252,2,0,0
22253,3,0,3
22254,1,4,0
22255,7,0,1
22256,0,0,3
22257,1,0,3
22258,3,4,3
22259,1,4,3
22260,4,0,1
22261,5,0,1
22262,2,0,3
22263,6,0,3
22264,0,0,6
22265,8,0,0
22266,0,0,0
22267,7,0,3
22268,1,0,6
22269,3,0,3
22270,3,0,0
22271,0,0,0
22272,3,0,3
22273,1,0,0
22274,2,0,3
22275,2,0,0
22276,2,4,3
22277,0,0,6
22278,2,0,3
22279,3,4,1
22280,6,0,3
22281,5,0,0
22282,9,0,1
22283,1,0,4
22284,1,0,3
22285,4,0,3
22286,3,0,3
22287,1,0,3
22288,8,0,3
22289,0,0,6
22290,3,0,3
22291,8,0,3
22292,2,0,3
22293,1,0,1
22294,3,0,3
22295,2,0,3
22296,1,0,0
22297,0,0,3
22298,1,0,3
22299,3,0,3
22300,2,4,3
22301,2,2,2
22302,0,0,0
22303,0,0,0
22304,5,0,6
22305,1,0,0
22306,0,0,0
22307,2,0,3
22308,1,0,3
22309,0,0,0
22310,1,4,3
22311,2,0,0
22312,2,0,3
22313,1,0,3
22314,1,0,6
22315,2,0,3
22316,0,4,3
22317,0,0,6
22318,3,0,3
22319,1,0,0
22320,2,0,0
22321,4,0,3
